1553729343.542941,1
1553729343.650935,9
1553729343.756116,15
1553729343.861596,23
1553729343.966315,32
1553729344.070687,37
1553729344.174784,43
1553729344.279661,51
1553729344.384338,57
1553729344.489109,65
1553729344.594086,72
1553729344.699067,79
1553729344.803774,86
1553729344.909196,95
1553729345.014030,99
1553729345.119824,99
1553729345.224395,100
1553729345.330043,100
1553729345.434927,98
1553729345.540072,99
1553729345.644609,99
1553729345.749672,99
1553729345.855156,100
1553729345.959452,99
1553729346.063920,98
1553729346.169708,99
1553729346.274925,99
1553729346.380893,99
1553729346.485189,100
1553729346.590504,99
1553729346.695132,97
1553729346.800586,99
1553729346.905626,97
1553729347.011115,98
1553729347.115707,98
1553729347.220362,98
1553729347.325507,98
1553729347.431031,99
1553729347.535682,98
1553729347.641297,99
1553729347.745865,99
1553729347.851560,99
1553729347.956040,98
1553729348.060644,98
1553729348.164761,96
1553729348.269677,95
1553729348.373883,95
1553729348.478781,95
1553729348.584157,97
1553729348.688905,97
1553729348.793801,97
1553729348.898888,99
1553729349.003554,99
1553729349.108660,100
1553729349.213588,100
1553729349.317722,98
1553729349.422669,99
1553729349.526756,98
1553729349.630343,97
1553729349.735061,98
1553729349.841139,100
1553729349.946392,99
1553729350.051520,97
1553729350.155677,99
1553729350.260837,96
1553729350.365808,93
1553729350.471941,94
1553729350.576458,94
1553729350.681528,95
1553729350.785094,95
1553729350.890186,96
1553729350.994586,96
1553729351.099668,96
1553729351.204140,93
1553729351.309049,92
1553729351.413250,92
1553729351.517780,89
1553729351.622235,81
1553729351.728317,74
1553729351.832856,66
1553729351.937231,66
1553729352.041629,59
1553729352.145965,54
1553729352.251599,48
1553729352.356410,46
1553729352.462002,45
1553729352.566854,45
1553729352.671735,45
1553729352.777866,46
1553729352.884254,47
1553729352.989792,47
1553729353.094408,47
1553729353.199134,48
1553729353.303276,51
1553729353.407808,50
1553729353.512905,50
1553729353.618210,46
1553729353.724100,47
1553729353.829891,46
1553729353.934332,45
1553729354.038751,44
1553729354.143712,45
1553729354.248708,44
1553729354.354112,44
1553729354.459693,44
1553729354.564356,44
1553729354.669468,44
1553729354.774085,44
1553729354.880451,46
1553729354.985341,44
1553729355.089767,44
1553729355.194455,44
1553729355.299944,46
1553729355.405585,44
1553729355.510746,44
1553729355.615716,44
1553729355.719818,47
1553729355.823922,46
1553729355.928674,45
1553729356.033455,45
1553729356.138184,47
1553729356.242257,47
1553729356.347072,46
1553729356.452188,46
1553729356.556806,48
1553729356.662679,49
1553729356.768919,47
1553729356.873248,48
1553729356.978039,49
1553729357.083572,59
1553729357.189473,58
1553729357.294349,58
1553729357.399252,57
1553729357.504161,53
1553729357.609216,50
1553729357.715524,48
1553729357.823703,49
1553729357.928648,48
1553729358.033258,48
1553729358.138049,47
1553729358.242767,47
1553729358.347319,47
1553729358.452557,49
1553729358.558534,49
1553729358.663117,47
1553729358.769144,47
1553729358.874245,48
1553729358.980127,49
1553729359.084899,48
1553729359.189442,48
1553729359.293659,48
1553729359.398638,49
1553729359.503905,50
1553729359.609568,48
1553729359.715660,50
1553729359.821736,50
1553729359.927646,51
1553729360.032834,51
1553729360.137486,50
1553729360.242802,50
1553729360.347938,51
1553729360.452429,51
1553729360.558090,51
1553729360.663618,50
1553729360.768726,50
1553729360.873771,52
1553729360.978570,52
1553729361.083271,58
1553729361.187919,56
1553729361.293047,56
1553729361.398522,58
1553729361.503967,58
1553729361.608697,55
1553729361.713592,51
1553729361.818974,51
1553729361.924536,53
1553729362.030273,51
1553729362.136470,52
1553729362.240961,49
1553729362.345577,49
1553729362.451843,50
1553729362.556214,50
1553729362.661851,51
1553729362.766630,50
1553729362.870619,49
1553729362.975046,49
1553729363.081212,51
1553729363.187053,51
1553729363.293090,51
1553729363.399181,50
1553729363.504362,50
1553729363.609470,50
1553729363.714493,52
1553729363.821333,51
1553729363.927106,49
1553729364.031388,49
1553729364.136607,51
1553729364.242422,51
1553729364.347618,51
1553729364.452421,50
1553729364.557542,49
